pos,name
双流区协和街道剑南大道南段2688号,中信城右岸
龙泉驿区柏合街办蔚蓝路88号,劲力·蔚蓝花城
金堂县赵镇金泉路186号,现代生态水城上岛2期
金堂县赵镇金园街159号,伊顿小镇
武侯区丽都路6号小区C区,置信丽都花园-C区
金堂县赵镇观岭大道2号,今日润玲
金堂县赵镇鸣凤路27号,世宏锦舍
龙泉驿区龙泉街道办事处建材路273号,丽秀苑
武侯区武科东二路1号,天际首府
金牛区西城天下,金牛区西城天下
金堂县赵镇金凤路558号,润州金外滩
青羊区通惠门路69号,长富新城
天府新区华阳街道麓山大道一段630号,洛森堡·映山
高新西区尚雅路8号,万景峰一期
武侯区金花街1号,江安河畔
金堂县赵镇金茂街13号,人和嘉苑
天府新区华阳街道华府大道一段996号,金茂光明城市一期
双流区西航港街道临港路一段25号,空港东方
武侯区晋吉西一街66号,龙湖金楠天街蓉香庭
武侯区二环路西一段5号,红南港
高新区大源北二街48号,双桂社区48号院
双流区东升街道白衣上街21号,景茂·名都
金牛区育秀路30号,福祥家园瑞祥苑
金堂县赵镇万方街333号,水城翠岚小区
金牛区营康路427号,一品天下D区
新都区石板滩镇东风西街219号,东韵嘉园
郫都区中信大道四段836号,上河苑
新都区新都镇新园路181号,金冠华庭
青白江区大同镇华金大道三段156号,华洲名城
金堂县赵镇滨江路一段475号,瑞居绿岛
武侯区红运街3号,吉苑
天府新区华阳剑南大道南段333号,美城·悦荣府
双流区西航港街道锦华路三段102号,温哥华花园六期
武侯区聚荟街388号,华宇静苑二期
高新区天和路9号,润和原筑
双流区西航港街道希望路115号美好花园二期,美好花园二期
龙泉驿区龙泉镇北干道,北干道派出所家属院
金堂县赵镇韩滩路26号,韩滩新城
龙泉驿区驿都中路928号,合能四季康城
武侯区双安南巷1号,圣沅·汇景樱桃季
金牛区一环路北四段118号,马鞍北路社区
武侯区武青南路10号,华都星公馆-一期
龙泉驿区龙泉街道办事处永兴街129号,长柏五小区
金堂县赵镇迎宾大道一段99号,金海岸.天府花园水城
高新西区尚雅路8号,万景峰-东区
双流区九江街道乌江路352号,蛟龙银座
新都区新繁镇滨江西路113号,丽景东湖
成华区新鸿路86号,新鸿社区
郫都区犀浦镇华都大道76号,西郡兰庭二期
青羊区光华北六路216号,光华锦苑
金堂县镇金凤路558号,润洲金外滩
成华区崔家店路418号,U+尚舍
新都区新繁镇繁川大道957号,海高伦·美林国际社区
郫都区郫筒镇岷阳东巷69号,西汇佳苑
锦江区汇源北路99号,天誉
金堂县赵镇迎宾大道一段88号,金阳水景
金堂县三中园区万方街现代花园小区,现代花园
金堂县赵镇康怡街12号,泰康欣苑
金堂县三中园区三横道金穗花园,金穗花园
郫都区犀浦镇校园路820号,樟菊园
锦江区龙舟东巷30号,东方逸景
金堂县赵镇南滨路265号,码头小区
金堂县赵镇顺安街64号,金桔花园
金堂县赵镇三江路174号,泰康茗苑
郫都区郫筒镇梨园路一段118号华侨凤凰国际城,华侨凤凰·国际城
武侯区晋阳路422号,中央花园三期
龙泉驿区同安圣景路208号,优诗美地
金牛区朗润路239号,泉水人家三期
邛崃市临邛镇西街203-265号,都市豪庭
锦江区宏济新路298号,世纪朝阳
武侯区一环路西一段88号,香月楠岸
武侯区聚龙路1147号,保利花园-一期
龙泉驿区大面街办龙城大道9号师大现代花园,师大现代花园
成华区建设路2号附18号,首创·爱这城
成华区怡福路51号,佳馨苑
温江区柳城鱼凫路339号,静水香榭
锦江区东怡街79号,新莲新苑
高新区桂溪乡天仁北二街4号,南铁新居
郫都区郫筒镇蜀信东路19号,龙湖弗莱明戈二期
新都区新都镇蓉都大道84号,御花园
高新区兴蓉西巷1号,兴蓉西巷1号
龙泉驿区龙泉长柏路525号,燎原小区
龙泉驿区永兴街185号,御岭春天
成华区布坝子街9号,锦江区人民政府机关宿舍
金堂县三中园区金航街,中医院住宿楼
温江区万春路398号,明信青庭
新都区泰兴镇安全路38号,外城泰兴里
武侯区万寿路26号,花木林
温江区涌泉街办光华大道三段1969号塞纳河畔,塞纳河畔
成华区建设路41号,西苑
青羊区金沙遗址路68号,公园·西
金堂县赵镇古城街270号,在水一方
郫都区新民场镇南街368号蜀源春天,蜀原春天
郫都区郫筒镇梨园路一段708号,中冶·中央公园
武侯区玉林南路3号,玉林嘉苑
新都区木兰镇聚缘路168号,天旭逸城
锦江区琉璃路718号,翡翠城3期
龙泉驿区龙泉街道办事处青年路32号,科华园
天府新区华阳美岸路一段66号,中信城左岸
龙泉驿区柏合镇燃灯寺路南路498号东城龙湾,东域龙湾
武侯区二环路南一段7号,棕竹园
都江堰市天府大道银海金岸49号,银海金岸
郫都区郫筒镇城东巷65号,东福苑
高新西区檬梓环街114号,八里苑
新都区新繁镇外西街176号,峰瑞新天地
金牛区韦家碾一路24号,绿地·世纪城
青羊区西华门街17号,天府中心
金堂县赵镇十里大道二段78号,金泉丽都
金堂县赵镇顺运街56号,金都华府
都江堰市永安大道南三段“兴堰丽景C区”210号,兴堰丽景C区
金堂县赵镇新龙路38号,广慧.好望角
高新区锦城大道1288号,西派国际
郫都区犀浦镇国宁东路1188号,中铁塔米亚
高新区锦城大道1261号,天府欣苑西区
武侯区太平园中六路166号,置信丽都·花园城内侧D区
金堂县赵镇三江路351号,交通欣苑
武侯区科华中路150号,金英汇
温江区金马镇太极大道266号,花样年.花样城5期
温江区西班牙森林二期,西班牙森林二期
武侯区高攀西巷3号,泛悦国际
高新区盛邦街333号,中海兰庭
金牛区玉赛路9号,华凌尚城
青羊区光华东三路401号,光华逸家
温江区温泉大道三段399号,花样年·花样城
青羊区双锦路51号,快乐空间
青羊区光润一路78号,成都佳兆业广场
武侯区桐梓林中路1号,芳草地
高新区濯锦路28号,长城·半岛城邦
青羊区瑞联路66号,天合凯旋城
青羊区二环路西二段10号,盛世草堂
新都区大丰镇南丰大道6号,南丰紫金苑
武侯区沙堰西街20号,中央花园二期
郫都区三道堰镇水乡街573号百花小区,百花小区
龙泉驿区龙泉沿山路一段2号,富力山水人家
温江区柳城街办南熏大道三段855号,金强大学城
新都区状元街18号,茂园
金堂县赵镇万方街203号,水城花园西区
金牛区同和路9号,三和家园
金堂县赵镇滨江路二段369号,城投·润城
金堂县赵镇金园街619号,金山国际
武侯区晋平街77号,红运花园
金牛区蜀西南二路228号,高家庄赞城
龙泉驿区龙城大道468号,保利玫瑰花语
新都区三河紫桐路255号,保利·玫瑰郡
锦江区二环路东四段134号,盛华苑
成华区成康路83号,水乡茗居东区
高新区锦龙路99号,蒂梵尼TOWN
新都区新都镇同仁路199号,我的大学
龙泉驿区龙泉镇星光东路3号A组团,星河名居
双流区胜利镇牧山大道二段1号维也纳森林别墅,维也纳森林别墅
双流区西航港街道长城路二段399号,锦丽华庭
双流区西航港街道川大路三段266号,文星花园
新都区新都镇学院路东段600号,叠香庄园
双流区东升街道城北上街253号,佳兆业8号
金牛区沙河源南街1号,芙华·幸福彼岸
武侯区紫藤路3号,紫藤花园
锦江区镗钯街38号、义学巷60号,恒大都汇华庭
温江区万春镇春江南路8号,德坤海地亚
金堂县三中园区十里大道五、六横道之间,蜀源小区
武侯区置信北街1号,双楠谊苑-1期
成华区东丽街58号,首创光和城
龙泉驿区大面街道办事处洪玉路245号,花样年华常青藤
高新区新义路3号,中房·润新花园B区
新都区新都镇凌波西路788号,缤纷.翠微
青白江区馨苑巷12号,广场馨苑
锦江区滨江西路8号,世代锦江凯旋门
简阳市石桥镇泛月路178号（七号花园）,七号花园
青羊区蜀金东路88号,金沙海棠
郫都区郫筒镇城东巷120号,阿坝州气象局家属院
郫都区郫筒镇景尚景街28号景·尚景,景.尚景一期
双流区东升街道广都大道98号,东盛园
锦江区月季街167号,华韵天府
金牛区长兴街5号,长兴街5号
高新区应龙路77号,嘉年华国际
成华区建材路18号,隆鑫九熙
天府新区华阳镇伏龙村滨河花园,华阳滨河花园
高新区中和大道一段99号,领馆区-1号
高新区天府大道南段1167号,城南晶座
金牛区泉水东路8号,泉水北苑
青白江区栖凤街268号,瑞居海布斯卡
金堂县赵镇观岭大道1188号,丁香墅一期
高新区天府一街899号,峰度天下
温江区涌泉花土路1519号,合能珍宝琥珀
新都区 新都镇福音路27号,福音巷27号院
温江区永宁镇康安路366号,芙蓉田园
新都区大丰街道方营路555号,汇融达令港
高新西区清源环街168号,清源环街168号院
锦江区大观街158号,花香苑
武侯区武阳大道一段288号,中央花园城市别墅
龙泉驿区同安街道办事处锦绣路176号阳光商业世界,金巴黎
温江区公平街办和平路369号城建·双城,城建双城维拉小镇
双流区九江街道乌江路232号,欧香名苑
锦江区水杉街558号,海桐-三期
青羊区光华东三路401号,光华逸家四期
温江区公平花都大道西段399号,朝阳时代西锦
高新西区汇川街166号,中海海科大厦
成华区双桥路274号,朝发苑
新都区电子路东段,小城故事
龙泉驿区大面洪河北路569号,恋日家园G区
金堂县赵镇滨江路一段29号,生态水城
新津县花桥镇棉花沱小区,棉花沱社区
金堂县赵镇金鹏路69号,金阳水景二期
金牛区花照璧西顺街54号,花照壁西顺街54号院
金堂县赵镇十里大道二段335号,现代名都
温江区天府学府路南段133号,地铁首座
金牛区长久一巷9号,香榭里公交苑
郫都区红光镇红光路233号,上风苑
双流区西航港街道黄河中路二段36号圣菲TOWN城,圣菲TOWN城
金堂县淮口镇东升镇90号,洲城花园一期
温江区金马镇横湖路66号,月映长滩
新都区新都镇天缘路二段195号,聚贤雅丽园
郫都区郫筒镇望丛东路19号,348厂宿舍
高新西区尚锦路268号,上锦颐园佳境
锦江区通盈街88号,绿地锦天府
龙泉驿区十陵街道灵龙路373号,来龙名苑
双流区东升街道三强东路一段49号,欧城花园
高新区高升桥东路11号,德政苑
龙泉驿区龙泉镇航天北路乙区,航天乙区
新都区大丰街道亲河路21号,亲河名居B区
双流区万安镇麓山大道二段19号附1号成都雅居乐花园,成都雅居乐花园
成华区荆竹中路199号,华润翠林华庭
龙泉驿区大面车城西三路666号,保利·紫薇花语
双流区东升街道长顺路三段128号,蓉城胜景
青羊区光华大道一段866号,元益花园
天府新区华阳街道滨河路二段169号,戛纳湾?滨江
金堂县赵镇金广路189号,亲水映象
金堂县赵镇十里大道二段621号,金城锦绣花园
金牛区解放路一段75号,富丽碧蔓汀
龙泉驿区金槐街258号,天府逸家一期
青羊区同辉南路256号,东林光华杏林
温江区万春镇天乡路二段299号,置信·国色天乡鹭湖宫6区C区
郫都区红光镇正兴路65号,红光苑
青白江区同金街29号,春天华逸
龙泉驿区大面洪景南路1号洪景丽苑,洪景丽苑
郫都区郫筒镇文信路199号,中信未来城
温江区公平街办花都大道西段888号,世纪光华
高新区雍翠路303号,南城都汇汇馨园
双流区东升街道银河路2222号,贵通御苑映月湾
金牛区华丰路66号,华侨城纯水岸
青白江区大湾镇安居路142号,青江华庭A区
成华区跳蹬河北路185号,成都市华川医院
龙泉驿区同安街道办事处同达街31号,龙锦花苑
郫都区郫筒镇科新路5号,置信逸都C区
金堂县赵镇金泉路666号,宝龙水岸金城
锦江区经天路4号,经天路4号院
金牛区顺沙巷8号,南玻公寓
武侯区顺和横街28号,中华名园三期C区
新都区大丰街道博雅路18号,成博小区
锦江区汇源北路99号,天誉南区
龙泉驿区龙街办董郎路336号,景华苑
龙泉驿区柏合街办佳美路392号,柏合镇长远小区-西区
龙泉驿区同安镇圣景路,和谐小区
郫都区正兴路146号,西区御景
新都区大丰镇南街182号,晨光小区
双流区西航港街道机场路土桥段118号太禾·水晶城,太禾水晶城
新都区大丰街道互惠大道39号,常青藤三期
温江区金马镇太极大道266号,花样年·花样城五期
龙泉驿区大面街道银河路118号恒大绿洲,恒大绿洲
郫都区红光镇红佳东路8号,正成·名城左岸
郫都区红光镇广场路北一段50号万基·金蓝湾,万基·金蓝湾
龙泉驿区大面银河路118号恒大绿洲,恒大绿洲
金牛区抚琴西路欣园小区,欣园
双流区西航港街道光电大道289号,蓝润华府春天
金牛区金科苑东街65号,金科苑七区
成华区华油路175号新13,新13号院
双流区西航港街道机场路近都段8号空港16区,空港16区
新都区同仁路199号,我的大学
武侯区红牌楼北街26号,丽鑫苑
龙泉驿区龙泉航天北路乙生活区,航天乙区
双流区九江街道五桐路20号,蜀镇.锦云阁
龙泉驿区龙泉龙都北路39号春秋名邸二期,春秋名邸
新都区新都街道工业大道西段393号,麦田国际社区
双流区东升街道藏卫路南二段699号,时代锦城
郫都区郫筒镇望丛东路308号舜苑·一里阳光,舜苑·一里阳光
金牛区蜀汉路4号,瑞西小区
龙泉驿区柏合镇龙工南路777号,旺府凯旋门
龙泉驿区龙泉街道办事处龙都南路4号,金色极地
金牛区一环路北一段330号,铁路新村
成华区水碾河路25号,蜀都惠园
锦江区喜树街618号,锦江城市花园三期
郫都区郫筒镇杜鹃路589号实久花园,实久花园
高新区紫荆东路55号,圣安卓花园
金牛区王家巷26号,泰丰御园
锦江区华星路8号,大陆锦江华庭
郫都区红光镇红佳东路8号正成·名城左岸,正成·名城左岸
高新区合作路89号,龙湖时代天街
双流区西航港街道临港路四段9号,久居福
青羊区磨底河沿街15号,原景晓筑
成华区福康街25号,富丽花园
武侯区金花横街57号,君雁·金梧桐
武侯区金雁路116号,名流花园
锦江区东安北路20号,宜家home
高新区仁和东街21号,新南四期
郫都区郫筒镇中信大道四段968号,中冶田园世界
新都区新都镇马超东路2号,维也纳花园二期
武侯区科华南路3号,南辰景秀
成华区建设北路三段496号,晴和苑
双流区西航港街道顺风路112号,顺风苑
高新区大源北一街25号,双祥社区-25号院
天府新区华阳街道正西街88号成南领寓,成南领寓
青白江区安居路119号,青江华庭B区
武侯区大华街2号,爱丁堡
金堂县赵镇十里大道二段485号附1号,安康苑
金堂县赵镇十里大道一段252号,园丁苑
金堂县三星镇文达路333号,一号街区
武侯区武侯大道双楠段128号,双楠映象
郫都区郫筒镇文信路88号,海骏达蜀都1号一期北区
郫都区红光镇正兴大道146号西区御景,西区御景
高新区新园南二路8号,新园社区
双流区西航港街道希望路115号,美好家园
龙泉驿区十陵灵龙路512号,天兴小区
龙泉驿区十陵街道办事处江华路371号,书香雅舍
武侯区顺和街10号,中华名园一期
龙泉驿区龙泉街道办事处合龙街29号,煌歌艺树
郫都区犀浦镇启明花园,启明花园
温江区柳城文化路139号,柳宾小区
双流区东升街道龙桥路6号,宗申·赛拉维
龙泉驿区龙泉街道滨河北街39号,驿都水岸丽园
温江区永宁镇开金路669号芙蓉古城·紫霄园,芙蓉古城.紫霄园
金牛区交桂路89号,较大智能花园2期
青羊区光华东三路588号,西城尚锦
金牛区红花南路38号,红花教师苑
都江堰市灌口镇蒲阳路瓷厂巷,碧城苑
青白江区红阳教育街230号,青江馨苑
新都区三河街道蔷薇路348号,保利公园蔷薇郡
青白江区大同镇凤凰东四路222号,恒大雅苑
郫都区犀浦镇恒山南街112号,银杏苑
龙泉驿区驿都中路928号合能四季康城一期,合能四季康城
龙泉驿区十陵和平路336号,华川小区
成华区邛崃山路68号,东方新城2期
高新区锦灿街19号,育才竹岛
高新区肖家河沿巷5号,肖家河沿巷5号院
新都区斑竹园镇南华路46号,云水涧住宅小区
成华区二仙桥北二路2号,东圣名居
双流区东升镇广都大道189号,大成·天府景秀
新都区石板滩镇蜀新街29号,丽都半岛
成华区二环路东一段28号,瀚林花园
金堂县赵镇金航街54号,金航花园
锦江区东光村三组东怡苑,东怡苑
金堂县赵镇朝阳街1号,禾嘉名邸
锦江区静沙南路29号,沙河壹号二期
新都区大丰街道晓初滨河路一巷55号,博雅新城B区
龙泉驿区十陵街道办事处和平路336号,华川小区
新都区石板滩镇东风西街219号,鑫怡·东韵嘉园
青羊区东坡北二路688号,香木林新城
成华区荆翠西路2号,金科中心
双流区西航港街道黄河中路二段36号,圣菲TOWN城
武侯区棕北小区竹苑,竹苑
锦江区二环路东四段36号,二环路东四段36号院
武侯区高升桥南街3号,高升桥南街3号院
郫都区郫筒镇望丛东路308号舜苑·一里阳光,舜苑.一里阳光
高新区府城大道中段188号,时代·晶科名苑
成华区长天路10号,联合小区
金牛区长青北街28号,长福苑
郫都区郫筒镇檬柏西路469号,华宇天府花城
双流区西航港街道临港路四段28号加贝·书香尚品,加贝·书香尚品
双流区九江街道双九路二段188号,香博城
金堂县赵镇韩滩路28号,韩滩茗苑
金堂县赵镇观岭大道1188号,观岭花湖
都江堰市灌口镇新生巷,和睦家园
青羊区青羊大道98号,光华馨地
锦江区牡丹街595号,鑫苑名家一期
新都区泰兴镇兴龙横街34号,泰兴中学家属院
高新西区尚雅路9号,万景峰二期
高新区锦城大道666号,奥克斯广场
金牛区金房苑横街89号,金房央座
龙泉驿区龙泉长柏路310号,龙泉三小教师宿舍
金牛区二环路北一段111号,交大南园
青白江区红阳路42号,红阳一区
锦江区国槐街698号,海桐一期
郫都区犀浦镇华都大道76号西郡兰庭,西郡兰庭二期
成华区升仙湖北路68号,沙河路苑
崇州市崇阳镇九龙路400号,九龙花园
崇州市崇阳镇公园大道8号,上林西江国际社区
龙泉驿区龙泉镇长柏路,燎原生活小区
天府新区公兴镇黄龙大道二段333号花样年·别样城,花样年别样城
新都区三河街道天海路98号,天府江南
新都区大丰街道蓉北路三段9号,红湖公园城二期
新都区三河街道天海路123号,天府江南C区
龙泉驿区金槐路258号,天府逸家一期
新都区新都镇兴城大道777号,富力桃园A区
龙泉驿区大面街道梧桐路60号上东阳光三期,上东阳光三期
新都区大丰镇崇义桥街210号,怡欣苑
天府新区华府大道一段499号,黄金海岸
金堂县赵镇沙河街85号,工商沙河小区
金堂县三中园区十里大道现代名城,现代名城
双流区西航港街道川大路二段299号江安花园,江安花园
温江区柳城新南路306号,万家华庭
龙泉驿区龙泉街道北泉路中铁新城二期,果壳里的城
锦江区牡丹街692号,四海逸家二期
龙泉驿区大面街道银河路118号恒大绿洲,恒大绿洲二期
天府新区华阳街道华府大道一段996号,金茂光明城市
龙泉驿区鲸龙路777号,东山领地
新都区新都镇宝光大道南段50号,华逸花园·新都苑
高新区天府二街138号,蜀都中心
双流区西航港街道临港路三段66号美盛·弗客郡,美盛·弗客城
龙泉驿区龙泉街道办事处龙平路324号,丽阳晶舍
武侯区潮音路109号,中华锦绣
青羊区鼓楼北四楼街27号,27号院
金堂县赵镇康宁街59号,健康小区
青羊区光耀二路316号,心愿花园二期
成华区双成三路17号,华润·紫云府
温江区百信路188号,明信仕林府
青羊区同善桥南街9号,香榭名苑
青羊区吉祥街14号,吉苑
成华区五桂路6号,阳光100米娅中心
成华区洪山路68号丽水澜庭,丽水澜庭
成华区华彩路4号,秀林尚苑东区
新都区新都镇学院路东段300号,翰香府
龙泉驿区龙泉街道龙都北路39号春秋名邸,春秋名邸
双流区棠湖东路二段6号,银通综合楼
高新区盛安街186号,中环岛
龙泉驿区十陵灵龙路213号,东方家园
高新区新义西街96号,神仙树缤纷
青羊区清波路77号,华润金悦湾
武侯区武青北路8号,星语双城东区
高新区天府大道北段1700号,环球中心
武侯区玉林北路15号,顺风苑
新都区大丰街道互惠大道158号,华业·北新国际
郫都区安靖镇御景路140号,府河御景
金牛区铁路新村92号,铁路新村
新都区新都街道博海路83号,海伦国际
成华区杉板桥南一路163号,锦绣东方
新都区大丰街道赵家寺路386号,保利·春天花语
金牛区金牛坝路11号,九四信箱第三生活区
龙泉驿区十陵街道上成大花园,成大花园
双流区协和街道顺兴路一段468号,南湖逸家
双流区华阳街道华府大道一段996号,金茂光明城市一期
锦江区黄葛树街5号,四海逸家·华府
崇州市崇阳镇桑林街41号,西湖苑
锦江区经天里31号,上东花园-二组团
崇州市崇阳镇永康西路398号,九龙天瑞广场
锦江区白桦林路29号,华都美林湾
郫都区犀浦镇兴业南街199号,西区花园二期
高新区盛华北路288号,华润凤凰城三期
龙泉驿区龙泉龙都北路39号春秋名邸二期,春秋名邸二期
双流区西航港街道星月路69号,大成郡
武侯区小天东街3号,盛锦华庭
青羊区培风路80号,培风小区西区
双流区九江街道乌江路47号,锦绣楠郡
成华区羊子山路68号,东立国际广场
成华区邛崃山路68号,东方新城二期
成华区民兴北二路158号,蓝润v客尚东
锦江区东怡街90号,锦东苑
龙泉驿区同安镇幸福路6号,金山花园
天府新区万安镇麓山大道二段20号附19号,麓山国际社区圣芭芭拉
双流区西航港街道临港路三段18号银泰花园,银泰花园
金堂县赵镇古城街270号,江岸在水一方
金堂县赵镇康宁街236号,泰康尚境
青白江区青江北路69号,怡湖玫瑰苑
新都区新都镇宝光大道中段37号,兴泰苑
新都区大丰街道方元璐222号,开元国际社区
青白江区凤祥大道800号,中华名城
青白江区同华大道199号,凯斯顿华府
温江区柳城镇西大街47号,和谐小区（温江）
成华区祥和里3号,祥和里1号院
双流区东升街道广都大道189号大成·天府景秀,大成·天府景秀
双流区东升街道藏卫路南二段528号瑞丰花园,瑞丰花园
龙泉驿区十陵镇成大花园,成大花园
新都区新都县新都镇猫市巷65号,猫市巷65号
新都区大丰镇三元大道,三元大道78号院
郫都区犀浦镇金粮路599号,西江月
青羊区战旗东路6号,战旗小区
高新区天仁北一街1号,和平小区
武侯区佳灵路7号,红牌楼广场-一期
龙泉驿区驿都中路928号合能四季康城三期,合能四季康城三期
金堂县淮口镇兴淮大道223号,银河春天二期
武侯区龙腾东路2号,杜甫花园
新都区新繁镇新街47号,繁江北路48号
新都区新繁镇外西横街114号,南溪苑
金牛区花牌坊北顺街3号,西锦国际一期
成华区邛崃山路68号,东方新城
新都区新都镇兴城大道755号,富力桃园
金牛区红花村1号,红花小区
金牛区营和街66号,营和苑
郫都区犀浦镇犀池二街87号,晶宝楼
温江区柳城南熏大道一段509号上林宽境C区,上林宽境C区
龙泉驿区龙泉南京路33号龙府花园,龙府花园
武侯区佳灵路4号,泰基南棠
成华区和美东路177号,蓝光锦绣城
武侯区玉林北路15号,玉桂苑
温江区涌泉同兴东路88号,佳兆业丽晶港
锦江区国槐街500号,蓝谷地C区
天府新区华阳街道南湖大道360号,佳兆业·君汇上品
温江区万春镇春江南路152号,花语岸
金堂县赵镇山王庙街69号,川西家园C区
天府新区华阳祥鹤一街55号,鑫苑鑫都汇北区
高新区府城大道中段188号,时代晶科名苑
青白江区凤凰西七路28号,英祥.北城映像
青白江区华严镇红阳路351号,城北小区
新都区大丰街道仁爱路118号,欣茂.大峰景
龙泉驿区驿都中路6号,龙泉·天立广场
双流区东升街道航都大街四段60号,东立国际花城
崇州市崇阳镇唐兴西路68号,锦绣天居
新都区木兰镇香岸北路168号,保利狮子湖
武侯区武侯大道双楠段92号,楠雅阁
金堂县赵镇清平街206号,北滨1号
金牛区金科苑东街65号,金科苑7区
龙泉驿区龙泉街道北泉路1188号中铁新城,果壳里的城
新都区三河街道回龙路59号,回龙湾小区
武侯区武阳大道三段51号,下一站都市
金堂县赵镇金园街388号,维罗纳
青羊区石人南路18号,南凤苑
高新区天华路9号,英郡三期
龙泉驿区龙泉镇航天北路乙生活区,航天乙区
金牛区长兴街8号,花香九里
青羊区清源三路169号,蓝光COCO金沙二期
武侯区云影路1号,云影苑
成华区万年场积步街13号,积步街13号院
郫都区红光镇思源路81号,公园一号
郫都区犀浦镇兴业南街199号,西区花园晨之曦
龙泉驿区龙泉镇长柏村七，八组,九鼎小区
高新区新雅中街32号院,新雅中街32号院
双流区西航港街道临港路二段9号,和贵久居福
金牛区光荣北路5号,光荣北路5号院
锦江区大观街160号,花香苑
青白江区安居路219号,幸福家园新河湾
双流区东升街道宜城大道225号,海棠公馆
青白江区城厢镇朝阳北路45号,城香首府
龙泉驿区大面街道龙城大道1号龙城一号,龙城一号
新都区新都镇状元街18号,茂园
郫都区犀浦镇学园路148号,怡景城市花苑
青羊区龙栖路459号,龙栖苑
高新区天河西一街77号,南晶国际·南庭
龙泉驿区龙泉街道办事处龙都北路666号山水四季城,山水四季城
双流区西航港街道临港路三段66号,美盛·弗客城
青白江区大弯华金大道二段165号,廊桥翠庭
龙泉驿区同安街道办事好处幸福路6号,金山花园
龙泉驿区华信大道89号东山国际新城H区,东山国际新城H区
郫都区郫筒镇何公路4号,何公路4号院
青白江区凤凰大道二段888号,凤凰1号
崇州市崇阳镇中南街257号,三和人家
龙泉驿区同安街道办事处幸福路6号,金山花园
温江区江安路739号,千禧河畔C区
成华区东丽街138号,金科一城
高新区锦韵路6号,翡翠半岛国际社区
郫都区犀浦镇恒山大道312号金竹苑小区,金竹苑
龙泉驿区天鹅西湖南路33号世茂城二期一区,世茂城二期
成华区华油路95号新37号,瑞苑
龙泉驿区西河镇西河大道168号东方美宸三期,东方美宸三期
天府新区中和镇太平街,太平街44号院
青白江区大同镇同福西路81号,宏瑞阳光郦城
锦江区经天西路88号,沙河嘉苑
温江区天府街办海科路东段688号,学府阳光
锦江区通桂路7号,中洲中央城邦
锦江区成龙大道一段9号,卓锦城
新都区新都镇育英路366号,北欧印象
新都区大丰街道晓初滨河路88号,博雅新城A区
金堂县三中园区万方街生活品市场,生活品市场
金堂县赵镇十里大道二段335号,现代名城
新都区新都镇静安路19号,橄榄郡
高新西区独柏街123号,古楠苑
崇州市崇阳镇辰居路312号,北苑公寓
青羊区双清中路40号,锦欣苑
成华区华彩路16号,龙锦雅苑
金牛区同和路9号,三和花园
温江区公平花都大道西段888号,世纪光华
新都区大丰镇三元街,天府石油乐园
双流区黄水镇燕杨路3号,三盛·翡俪山
高新区新乐中街280号,玲珑南域
龙泉驿区大面青台山路99号首创川师大1号项目,首创万卷山
郫都区郫筒镇凉水井西路46号河滨鹭岛,河滨鹭岛
双流区西航港街道长江路三段2号雅南居,雅南居
新都区大丰街道三元大道288号附1号,亲河名居C区
武侯区双楠路166号,卫居苑
锦江区芙蓉西路468号,468公馆一期
金牛区洞子口乡九里堤1-2组千禧花园,千禧花园
高新区中和新下街39号,王府春天花园
金堂县赵镇十里大道二段529号,金竹花园
郫都区三道堰镇永宁路南二段340号,鑫和苑
武侯区黉门街1号,建川·黉门公馆
新都区新都街道炬光路222号,雄飞北尚广场
新都区新都镇翠微路38号,交大·香洲半岛南庭
新都区木兰镇香岸北路168号,保利狮子湖香樟郡
成华区建材路37号,隆鑫九熙
锦江区顺江路49号,顺江路49号院
崇州市崇阳镇滨河路二段65号,丽水香江
郫都区郫筒镇凉水街38号锦绣西苑二期,锦绣西苑二期
新都区新都镇金都街39号,金都小区
金牛区五福桥东路8号,五福桥东路8号院
武侯区七道堰街28号,长顺苑
武侯区棕树十街坊长寿路5号,长乐院
高新区荣华南路366号,保利香雪
双流区协和街道剑南大道南段338号,美城云庭
龙泉驿区大面街办龙城大道9号师大现代花园二期,师大现代花园
龙泉驿区龙泉镇永双路87号新新花园,新新家园
新都区大丰镇三元大道大庆苑亲河名居C区,亲河名居C区
龙泉驿区柏合镇爱琴路88号,东山国际新城鉴山
崇州市崇阳镇蜀州北路208号,崇阳世家
武侯区盛丰路488号,卫欣苑A
金牛区解放路一段139号,瑞安.城中汇
都江堰市胥家镇羊叉村三组水郡,水郡别墅
郫都区恒山大道255号金犀庭苑,金犀庭院
郫都区红光镇广场路265号,西华枫林
新都区新都镇桂湖西路465号,桂西小区
金牛区育仁南路37号,花语廊
双流区东升街道涧槽中街333号香楠湖,香楠湖
锦江区红星路四段9号,建银大厦
新都区大丰街道南丰大道6号,南丰紫金苑
成华区龙港二路6号,北湖龙珠
成华区双庆路16号,成发·紫东芯座
龙泉驿区大面街道天鹅西湖南路6号成都世茂雅筑,世茂城一期
新都区新都镇鸿运大道东段580号,福缘小区
新都区新都镇外南街204号附1号,思营社区
金牛区金沙路16号,明苑公寓
高新区天益街78号,融城理想
龙泉驿区龙泉街道长顺路58号龙锦小区,龙锦小区
双流区西航港街道泰华路168号,邦泰华府公馆
金堂县赵镇望江街34号,广慧沙河茗居
武侯区星狮路900号,高碑瑞苑-A区
龙泉驿区龙泉街道公园路一段189号锦上城,锦上城
新都区木兰镇聚缘路169号,天旭逸城
